"Omniscope-E46228B163272D25"
0,119
1,119
2,119
3,119
4,120
5,120
6,119
7,121
8,120
9,119
10,120
11,121
12,121
13,121
14,121
15,121
16,122
17,122
18,121
19,122
20,123
21,122
22,122
23,122
24,123
25,123
26,123
27,122
28,123
29,125
30,124
31,124
32,124
33,124
34,123
35,124
36,124
37,125
38,125
39,125
40,124
41,125
42,125
43,125
44,126
45,125
46,126
47,127
48,126
49,126
50,127
51,127
52,127
53,128
54,127
55,127
56,127
57,127
58,127
59,129
60,128
61,128
62,129
63,129
64,128
65,129
66,129
67,129
68,129
69,129
70,129
71,130
72,130
73,130
74,130
75,130
76,131
77,131
78,131
79,131
80,131
81,131
82,131
83,131
84,132
85,132
86,131
87,132
88,132
89,132
90,133
91,132
92,132
93,133
94,133
95,133
96,133
97,133
98,134
99,134
100,134
101,134
102,135
103,135
104,134
105,135
106,135
107,135
108,135
109,135
110,136
111,136
112,136
113,136
114,136
115,136
116,136
117,136
118,137
119,137
120,137
121,138
122,137
123,137
124,139
125,138
126,138
127,139
128,137
129,138
130,138
131,139
132,139
133,139
134,139
135,139
136,140
137,140
138,139
139,140
140,140
141,140
142,140
143,141
144,141
145,141
146,141
147,141
148,141
149,142
150,142
151,142
152,142
153,142
154,141
155,142
156,142
157,143
158,143
159,143
160,142
161,144
162,143
163,143
164,143
165,144
166,144
167,145
168,144
169,144
170,105
171,68
172,55
173,52
174,51
175,51
176,51
177,50
178,50
179,52
180,52
181,51
182,52
183,52
184,52
185,52
186,52
187,52
188,53
189,52
190,52
191,54
192,54
193,53
194,54
195,54
196,54
197,55
198,55
199,55
200,55
201,54
202,54
203,54
204,55
205,55
206,56
207,55
208,55
209,56
210,57
211,56
212,56
213,57
214,57
215,56
216,57
217,57
218,57
219,58
220,57
221,58
222,59
223,58
224,57
225,58
226,57
227,58
228,59
229,58
230,59
231,59
232,59
233,59
234,60
235,60
236,59
237,60
238,60
239,60
240,60
241,61
242,60
243,61
244,61
245,61
246,61
247,62
248,61
249,61
250,62
251,62
252,62
253,62
254,63
255,62
256,63
257,63
258,62
259,64
260,63
261,63
262,64
263,64
264,64
265,65
266,64
267,64
268,65
269,65
270,65
271,65
272,65
273,65
274,65
275,66
276,65
277,67
278,67
279,66
280,67
281,67
282,67
283,67
284,68
285,67
286,67
287,68
288,67
289,68
290,69
291,68
292,68
293,69
294,69
295,69
296,69
297,69
298,68
299,69
300,69
301,69
302,71
303,70
304,69
305,70
306,71
307,71
308,72
309,71
310,70
311,72
312,71
313,71
314,72
315,72
316,72
317,73
318,72
319,72
320,73
321,72
322,73
323,72
324,73
325,73
326,74
327,74
328,73
329,74
330,74
331,74
332,74
333,75
334,75
335,74
336,76
337,75
338,75
339,76
340,75
341,76
342,77
343,76
344,76
345,76
346,76
347,76
348,77
349,76
350,77
351,78
352,77
353,77
354,78
355,78
356,77
357,79
358,79
359,78
360,79
361,79
362,79
363,80
364,79
365,80
366,80
367,80
368,80
369,79
370,80
371,80
372,81
373,80
374,80
375,81
376,81
377,81
378,81
379,82
380,82
381,82
382,82
383,82
384,82
385,83
386,82
387,82
388,83
389,83
390,83
391,84
392,84
393,83
394,84
395,83
396,83
397,84
398,84
399,84
400,85
401,85
402,85
403,85
404,85
405,85
406,86
407,86
408,85
409,86
410,86
411,86
412,87
413,87
414,87
415,87
416,86
417,86
418,87
419,88
420,87
421,88
422,88
423,88
424,88
425,88
426,88
427,89
428,89
429,89
430,89
431,90
432,89
433,89
434,90
435,90
436,90
437,91
438,90
439,90
440,91
441,90
442,90
443,91
444,91
445,91
446,91
447,92
448,91
449,92
450,92
451,92
452,93
453,93
454,93
455,93
456,93
457,93
458,93
459,94
460,94
461,94
462,94
463,94
464,93
465,94
466,94
467,95
468,95
469,95
470,95
471,95
472,95
473,95
474,96
475,96
476,96
477,97
478,96
479,96
480,97
481,96
482,97
483,98
484,97
485,97
486,98
487,98
488,98
489,98
490,98
491,99
492,100
493,98
494,99
495,100
496,98
497,99
498,100
499,100
500,99
501,100
502,100
503,100
504,100
505,101
506,100
507,101
508,101
509,101
510,101
511,102
512,101
513,101
514,102
515,101
516,101
517,103
518,102
519,102
520,103
521,103
522,103
523,103
524,103
525,103
526,104
527,104
528,104
529,105
530,104
531,103
532,105
533,105
534,105
535,106
536,105
537,105
538,105
539,105
540,105
541,106
542,107
543,106
544,106
545,106
546,106
547,107
548,107
549,107
550,107
551,107
552,108
553,107
554,108
555,108
556,108
557,108
558,109
559,109
560,109
561,109
562,107
563,109
564,109
565,109
566,110
567,109
568,110
569,111
570,110
571,110
572,111
573,111
574,111
575,111
576,111
577,112
578,112
579,111
580,112
581,113
582,112
583,111
584,112
585,112
586,112
587,113
588,113
589,113
590,114
591,114
592,113
593,114
594,114
595,114
596,114
597,115
598,115
599,114
600,115
601,115
602,115
603,116
604,115
605,115
606,116
607,116
608,116
609,116
610,116
611,116
612,117
613,117
614,116
615,117
616,117
617,117
618,118
619,117
620,117
621,118
622,118
623,118
624,118
625,119
626,118
627,119
628,119
629,119
630,120
631,119
632,120
633,119
634,120
635,120
636,120
637,121
638,120
639,120
640,121
641,121
642,121
643,121
644,121
645,121
646,122
647,121
648,121
649,122
650,122
651,122
652,123
653,123
654,124
655,123
656,123
657,123
658,123
659,123
660,123
661,124
662,125
663,124
664,125
665,124
666,124
667,125
668,125
669,124
670,126
671,126
672,125
673,126
674,126
675,126
676,127
677,127
678,126
679,127
680,126
681,126
682,127
683,127
684,127
685,128
686,128
687,127
688,128
689,128
690,128
691,129
692,129
693,129
694,129
695,129
696,129
697,129
698,130
699,129
700,129
701,130
702,131
703,130
704,131
705,131
706,130
707,131
708,130
709,131
710,132
711,132
712,131
713,132
714,132
715,132
716,133
717,133
718,132
719,133
720,134
721,132
722,133
723,133
724,133
725,134
726,134
727,134
728,134
729,133
730,134
731,134
732,135
733,135
734,135
735,136
736,135
737,135
738,136
739,135
740,136
741,136
742,136
743,136
744,137
745,136
746,136
747,137
748,138
749,137
750,137
751,137
752,137
753,137
754,138
755,137
756,139
757,138
758,138
759,139
760,139
761,139
762,140
763,139
764,139
765,139
766,140
767,139
768,140
769,140
770,140
771,140
772,141
773,141
774,141
775,141
776,140
777,140
778,142
779,141
780,141
781,142
782,142
783,142
784,143
785,142
786,143
787,144
788,143
789,142
790,144
791,144
792,144
793,144
794,143
795,144
796,145
797,145
798,128
799,82
800,59
801,52
802,51
803,51
804,51
805,51
806,52
807,51
808,52
809,52
810,51
811,52
812,52
813,52
814,52
815,53
816,52
817,53
818,53
819,52
820,53
821,54
822,54
823,53
824,54
825,54
826,53
827,54
828,54
829,54
830,55
831,55
832,54
833,55
834,55
835,55
836,56
837,56
838,56
839,56
840,56
841,56
842,57
843,57
844,57
845,57
846,57
847,57
848,57
849,57
850,57
851,59
852,58
853,57
854,58
855,59
856,58
857,58
858,59
859,59
860,59
861,60
862,59
863,60
864,60
865,60
866,60
867,61
868,60
869,61
870,62
871,61
872,61
873,62
874,60
875,61
876,62
877,62
878,62
879,63
880,62
881,62
882,63
883,62
884,62
885,63
886,63
887,63
888,63
889,64
890,64
891,64
892,64
893,64
894,65
895,65
896,64
897,65
898,65
899,65
900,65
901,66
902,66
903,66
904,66
905,65
906,66
907,66
908,66
909,66
910,67
911,67
912,67
913,68
914,67
915,67
916,69
917,68
918,68
919,69
920,68
921,67
922,68
923,68
924,69
925,69
926,69
927,69
928,70
929,70
930,69
931,70
932,70
933,70
934,71
935,71
936,70
937,71
938,71
939,70
940,71
941,71
942,72
943,72
944,72
945,72
946,72
947,71
948,72
949,73
950,73
951,73
952,73
953,73
954,73
955,73
956,73
957,74
958,74
959,74
960,74
961,74
962,75
963,74
964,74
965,76
966,76
967,75
968,76
969,75
970,75
971,76
972,75
973,76
974,77
975,77
976,76
977,77
978,77
979,77
980,77
981,78
982,77
983,78
984,78
985,78
986,78
987,79
988,78
989,79
990,79
991,79
992,79
993,79
994,79
995,78
996,79
997,80
998,79
999,80
1000,80
1001,80
1002,81
1003,80
1004,81
1005,81
1006,81
1007,81
1008,81
1009,82
1010,82
1011,83
1012,82
1013,82
1014,84
1015,83
1016,83
1017,84
1018,83
1019,83
1020,83
1021,84
1022,84
1023,85
1024,84
1025,84
1026,85
1027,85
1028,84
1029,85
1030,85
